name,rating,reviews,price,product_url,category,raw_text
Samsung Galaxy A36 8/128GB Awesome White,4.9,75,169990,https://www.technodom.kz/p/smartfon-samsung-galaxy-a36-awesome-white-sm-a366ezadskz-289296,smartphones,0 - 0 - 24 -10% Смартфон Samsung Galaxy A36 8/128GB Awesome White 4.9 (75) 169 990 ₸ 189 890 ₸ до + 8 499 бонусов 14 166 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
"Samsung Galaxy S25 FE 8/256/6,7/50 Черный",5.0,4,434890,https://www.technodom.kz/p/smartfon-gsm-samsung-galaxy-s25-fe-8-256-6-7-50-cherniy-293825,smartphones,"0 - 0 - 24 Смартфон Samsung Galaxy S25 FE 8/256/6,7/50 Черный 5 (4) 434 890 ₸ до + 21 744 бонусов 36 241 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра"
Apple iPhone 16 8/128GB Black,5.0,138,534990,https://www.technodom.kz/p/smartfon-apple-iphone-16-128gb-black-284603,smartphones,0 - 0 - 24 Смартфон Apple iPhone 16 8/128GB Black 5 (138) 534 990 ₸ от 17 309 ₸ x 60 мес В корзину Самовывоз сегодня Доставка завтра
Samsung Galaxy S25 Ultra 12/512GB Titanium Blue,5.0,53,729890,https://www.technodom.kz/p/smartfon-samsung-galaxy-s25-ultra-12512gb-titanium-blue-288457,smartphones,0 - 0 - 24 -19% Смартфон Samsung Galaxy S25 Ultra 12/512GB Titanium Blue 5 (53) 729 890 ₸ 899 890 ₸ до + 36 494 бонусов 60 825 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
"HONOR X5C Plus 4/128/6,7/50 Meteor Silver",5.0,6,59990,https://www.technodom.kz/p/smartfon-honor-x5c-plus-41286750-meteor-silver-293705,smartphones,"0 - 0 - 24 -14% Смартфон HONOR X5C Plus 4/128/6,7/50 Meteor Silver 5 (6) 59 990 ₸ 69 990 ₸ до + 2 999 бонусов 5 000 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра"
Samsung Galaxy S25 Ultra 12/512GB Titanium Gray,5.0,53,729890,https://www.technodom.kz/p/smartfon-samsung-galaxy-s25-ultra-12512gb-titanium-gray-288463,smartphones,0 - 0 - 24 -19% Смартфон Samsung Galaxy S25 Ultra 12/512GB Titanium Gray 5 (53) 729 890 ₸ 899 890 ₸ до + 36 494 бонусов 60 825 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Apple iPhone 16 Pro Max 8/512GB Natural Titanium,4.8,165,969990,https://www.technodom.kz/p/smartfon-apple-iphone-16-pro-max-512gb-natural-titanium-284656,smartphones,0 - 0 - 24 -3% Смартфон Apple iPhone 16 Pro Max 8/512GB Natural Titanium 4.8 (165) 969 990 ₸ 999 990 ₸ от 31 383 ₸ x 60 мес В корзину Самовывоз сегодня На витрине
Apple iPhone 16 8/256GB Black,5.0,138,609990,https://www.technodom.kz/p/smartfon-apple-iphone-16-256gb-black-284608,smartphones,0 - 0 - 24 Смартфон Apple iPhone 16 8/256GB Black 5 (138) 609 990 ₸ от 19 736 ₸ x 60 мес В корзину Самовывоз сегодня Доставка завтра
Apple iPhone 14 6/128GB Blue,4.8,379,299990,https://www.technodom.kz/p/smartfon-gsm-apple-iphone-14-128gb-thx-61-12-5-blue-265273,smartphones,0 - 0 - 24 -22% Смартфон Apple iPhone 14 6/128GB Blue 4.8 (379) 299 990 ₸ 382 990 ₸ от 9 706 ₸ x 60 мес В корзину Самовывоз сегодня На витрине
OPPO A6 Pro 8/256GB/6.6/50 Звёздный синий,5.0,2,199990,https://www.technodom.kz/p/smartfon-gsm-oppo-a6-pro-8-256gb-6-6-50-zvyozdniy-siniy-294041,smartphones,0 - 0 - 24 -9% + подарок Смартфон OPPO A6 Pro 8/256GB/6.6/50 Звёздный синий 5 (2) 199 990 ₸ 219 990 ₸ до + 9 999 бонусов 16 666 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
HONOR 400 Pro 12/512Gb Титановый серый,4.9,21,399990,https://www.technodom.kz/p/smartfon-gsm-honor-400-pro-12-512gb-titanoviy-seriy-291172,smartphones,0 - 0 - 24 + подарок Смартфон HONOR 400 Pro 12/512Gb Титановый серый 4.9 (21) 399 990 ₸ до + 19 999 бонусов 33 333 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Samsung Galaxy A36 8/256GB Awesome Lavender,4.9,75,189990,https://www.technodom.kz/p/smartfon-samsung-galaxy-a36-awesome-lavender-sm-a366elvgskz-289295,smartphones,0 - 0 - 24 -9% Смартфон Samsung Galaxy A36 8/256GB Awesome Lavender 4.9 (75) 189 990 ₸ 209 890 ₸ до + 9 499 бонусов 15 833 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Apple iPhone 16 8/256GB Pink,5.0,138,559990,https://www.technodom.kz/p/smartfon-apple-iphone-16-256gb-pink-284610,smartphones,0 - 0 - 24 -8% Смартфон Apple iPhone 16 8/256GB Pink 5 (138) 559 990 ₸ 609 990 ₸ от 18 118 ₸ x 60 мес В корзину Самовывоз сегодня На витрине
"HONOR X7d 8/256/6,7/108 Desert Gold",5.0,13,119990,https://www.technodom.kz/p/smartfon-honor-x7d-825667108-desert-gold-293701,smartphones,"0 - 0 - 24 -8% Смартфон HONOR X7d 8/256/6,7/108 Desert Gold 5 (13) 119 990 ₸ 129 990 ₸ до + 5 999 бонусов 10 000 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра"
Samsung Galaxy S25 Ultra 12/512GB Titanium Silver,5.0,53,729890,https://www.technodom.kz/p/smartfon-samsung-galaxy-s25-ultra-12512gb-titanium-silver-288461,smartphones,0 - 0 - 24 -19% Смартфон Samsung Galaxy S25 Ultra 12/512GB Titanium Silver 5 (53) 729 890 ₸ 899 890 ₸ до + 36 494 бонусов 60 825 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
"HONOR X7d 8/256/6,7/108 Meteor Silver",5.0,13,119990,https://www.technodom.kz/p/smartfon-honor-x7d-825667108-meteor-silver-293700,smartphones,"0 - 0 - 24 -8% Смартфон HONOR X7d 8/256/6,7/108 Meteor Silver 5 (13) 119 990 ₸ 129 990 ₸ до + 5 999 бонусов 10 000 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра"
Samsung Galaxy A26 6/128GB White,4.9,84,134990,https://www.technodom.kz/p/smartfon-gsm-samsung-galaxy-a26-8-128-6-7-50-white-sm-a266bzwdskz-289290,smartphones,0 - 0 - 24 Смартфон Samsung Galaxy A26 6/128GB White 4.9 (84) 134 990 ₸ до + 6 749 бонусов 11 250 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Samsung Galaxy A07 4/64 Light Violet,5.0,24,64990,https://www.technodom.kz/p/smartfon-gsm-samsung-galaxy-a07-4-64-6-7-5-light-violet-sm-a075flvdskz-293253,smartphones,0 - 0 - 24 Смартфон Samsung Galaxy A07 4/64 Light Violet 5 (24) 64 990 ₸ до + 3 249 бонусов 5 416 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Samsung Galaxy A26 8/256GB White,4.9,84,154990,https://www.technodom.kz/p/smartfon-gsm-samsung-galaxy-a26-8-256-6-7-50-white-sm-a266bzwhskz-289291,smartphones,0 - 0 - 24 Смартфон Samsung Galaxy A26 8/256GB White 4.9 (84) 154 990 ₸ до + 7 749 бонусов 12 916 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
"Oppo A5i 4/64GB/6,7/8 Туманно-красный",5.0,3,64990,https://www.technodom.kz/p/smartfon-gsm-oppo-a5i-4-64gb-6-7-8-tumanno-krasniy-295055,smartphones,"0 - 0 - 24 -7% Смартфон Oppo A5i 4/64GB/6,7/8 Туманно-красный 5 (3) 64 990 ₸ 69 990 ₸ до + 3 249 бонусов 5 416 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра"
Honor X8c 8/256Gb Полуночно-черный,4.8,29,154990,https://www.technodom.kz/p/smartfon-honor-x8c-8256gb-polunochno-chernyy-288317,smartphones,0 - 0 - 24 -3% Смартфон Honor X8c 8/256Gb Полуночно-черный 4.8 (29) 154 990 ₸ 159 990 ₸ до + 7 749 бонусов 12 916 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
HONOR 400 8/256Gb Пустынный золотой,4.8,52,249990,https://www.technodom.kz/p/smartfon-gsm-honor-400-8-256gb-pustynniy-zolotoy-291177,smartphones,0 - 0 - 24 + подарок Смартфон HONOR 400 8/256Gb Пустынный золотой 4.8 (52) 249 990 ₸ до + 12 499 бонусов 20 833 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
HONOR 400 12/512Gb Полночный черный,4.8,52,289990,https://www.technodom.kz/p/smartfon-gsm-honor-400-12-512gb-polnochniy-cherniy-291173,smartphones,0 - 0 - 24 + подарок Смартфон HONOR 400 12/512Gb Полночный черный 4.8 (52) 289 990 ₸ до + 14 499 бонусов 24 166 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Huawei Nova Y73 8/256Gb Голубой,4.6,12,99890,https://www.technodom.kz/p/smartfon-huawei-nova-y73-8256gb-goluboj-291942,smartphones,0 - 0 - 24 Смартфон Huawei Nova Y73 8/256Gb Голубой 4.6 (12) 99 890 ₸ до + 4 994 бонусов 8 325 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Samsung Galaxy S25 12/128GB Icy Blue,5.0,50,369890,https://www.technodom.kz/p/smartfon-gsm-samsung-galaxy-s25-121286250-icy-blue-sm-s931blbbskz-288440,smartphones,0 - 0 - 24 -31% Смартфон Samsung Galaxy S25 12/128GB Icy Blue 5 (50) 369 890 ₸ 539 890 ₸ до + 18 494 бонусов 30 825 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Vivo Y29 8/128/6.7/50 Brown,5.0,8,119990,https://www.technodom.kz/p/smartfon-gsm-vivo-y29-8-128-6-7-50-brown-291831,smartphones,0 - 0 - 24 Смартфон Vivo Y29 8/128/6.7/50 Brown 5 (8) 119 990 ₸ до + 5 999 бонусов 10 000 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Samsung SM-S921BZY4SKZ THX-6.2-50-5 Galaxy S24 5G 128GB Yellow Demo Нет отзывов 229 890 ₸ 399 890 ₸ до + 16 494 бонусов от 10 673 ₸ x 60 мес В корзину Самовывоз сегодня Доставка завтра,0.0,0,229890,https://www.technodom.kz/p/smartfon-gsm-samsung-sm-s921bzy4skz-thx-6-2-50-5-galaxy-s24-5g-128gb-yellow-demo-277399,smartphones,С витрины 0 - 0 - 24 -43% Смартфон Samsung SM-S921BZY4SKZ THX-6.2-50-5 Galaxy S24 5G 128GB Yellow Demo Нет отзывов 229 890 ₸ 399 890 ₸ до + 16 494 бонусов от 10 673 ₸ x 60 мес В корзину Самовывоз сегодня Доставка завтра
HONOR 400 Pro 12/512Gb Полночный черный,4.9,21,399990,https://www.technodom.kz/p/smartfon-gsm-honor-400-pro-12-512gb-polnochniy-cherniy-291171,smartphones,0 - 0 - 24 + подарок Смартфон HONOR 400 Pro 12/512Gb Полночный черный 4.9 (21) 399 990 ₸ до + 19 999 бонусов 33 333 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Apple iPhone 16 8/128GB Pink,5.0,138,499990,https://www.technodom.kz/p/smartfon-apple-iphone-16-128gb-pink-284605,smartphones,0 - 0 - 24 -7% Смартфон Apple iPhone 16 8/128GB Pink 5 (138) 499 990 ₸ 534 990 ₸ от 16 177 ₸ x 60 мес В корзину Самовывоз сегодня На витрине
Huawei Mate 70 Pro 12/512Gb Черный,5.0,8,399890,https://www.technodom.kz/p/smartfon-gsm-huawei-mate-70-pro-12-512gb-cherniy-290751,smartphones,0 - 0 - 24 -38% Смартфон Huawei Mate 70 Pro 12/512Gb Черный 5 (8) 399 890 ₸ 639 990 ₸ до + 19 994 бонусов 33 325 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Huawei Nova Y63 4/128Gb Черный,4.9,9,74890,https://www.technodom.kz/p/smartfon-gsm-huawei-nova-y63-4-128gb-cherniy-290749,smartphones,0 - 0 - 24 -6% Смартфон Huawei Nova Y63 4/128Gb Черный 4.9 (9) 74 890 ₸ 79 890 ₸ до + 3 744 бонусов 6 241 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Vivo Y04 4/256GB Gold,5.0,15,84990,https://www.technodom.kz/p/smartfon-vivo-y04-4256gb-gold-291224,smartphones,0 - 0 - 24 Смартфон Vivo Y04 4/256GB Gold 5 (15) 84 990 ₸ до + 4 249 бонусов 7 083 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Vivo Y21d 6/256GB/6.7/50 Черный,5.0,2,124990,https://www.technodom.kz/p/smartfon-gsm-vivo-y21d-6-256gb-6-7-50-cherniy-294432,smartphones,0 - 0 - 24 Смартфон Vivo Y21d 6/256GB/6.7/50 Черный 5 (2) 124 990 ₸ до + 6 249 бонусов 10 416 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Apple iPhone 16 8/128GB Ultramarine,5.0,138,499990,https://www.technodom.kz/p/smartfon-apple-iphone-16-128gb-ultramarine-284606,smartphones,0 - 0 - 24 -7% Смартфон Apple iPhone 16 8/128GB Ultramarine 5 (138) 499 990 ₸ 534 990 ₸ от 16 177 ₸ x 60 мес В корзину Самовывоз сегодня На витрине
OPPO A5 8/256/6.7/50 Aurora Green,4.2,7,129990,https://www.technodom.kz/p/smartfon-oppo-a5-82566750-aurora-green-291761,smartphones,0 - 0 - 24 + подарок Смартфон OPPO A5 8/256/6.7/50 Aurora Green 4.2 (7) 129 990 ₸ до + 6 499 бонусов 10 833 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
"Samsung Galaxy S25 FE 8/128/6,7/50 Черный",5.0,4,399890,https://www.technodom.kz/p/smartfon-gsm-samsung-galaxy-s25-fe-8-128-6-7-50-cherniy-293824,smartphones,"0 - 0 - 24 Смартфон Samsung Galaxy S25 FE 8/128/6,7/50 Черный 5 (4) 399 890 ₸ до + 19 994 бонусов 33 325 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра"
Vivo X200 16/512GB Black,5.0,1,499990,https://www.technodom.kz/p/smartfon-vivo-x200-512gb-grey-289712,smartphones,0 - 0 - 24 -9% + подарок Смартфон Vivo X200 16/512GB Black 5 (1) 499 990 ₸ 549 990 ₸ до + 24 999 бонусов 41 666 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
OPPO A5 6/128/6.7/50 Aurora Green,4.2,7,109990,https://www.technodom.kz/p/smartfon-oppo-a5-61286750-aurora-green-291759,smartphones,0 - 0 - 24 + подарок Смартфон OPPO A5 6/128/6.7/50 Aurora Green 4.2 (7) 109 990 ₸ до + 5 499 бонусов 9 166 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
Samsung Galaxy A26 6/128GB Mint,4.9,84,134990,https://www.technodom.kz/p/smartfon-gsm-samsung-galaxy-a26-8-128-6-7-50-mint-sm-a266blgdskz-289286,smartphones,0 - 0 - 24 Смартфон Samsung Galaxy A26 6/128GB Mint 4.9 (84) 134 990 ₸ до + 6 749 бонусов 11 250 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
HUAWEI Pura 80 12/256GB Black,5.0,2,349890,https://www.technodom.kz/p/smartfon-huawei-pura-80-12256gb-black-292512,smartphones,0 - 0 - 24 -22% Смартфон HUAWEI Pura 80 12/256GB Black 5 (2) 349 890 ₸ 449 990 ₸ до + 17 494 бонусов 29 158 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
"Samsung Galaxy S25 FE 8/256/6,7/50 Синий",5.0,4,434890,https://www.technodom.kz/p/smartfon-gsm-samsung-galaxy-s25-fe-8-256-6-7-50-siniy-293821,smartphones,"0 - 0 - 24 Смартфон Samsung Galaxy S25 FE 8/256/6,7/50 Синий 5 (4) 434 890 ₸ до + 21 744 бонусов 36 241 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра"
"HONOR X9d 8/256/6,7/108 Sunrise Gold",4.9,34,219990,https://www.technodom.kz/p/smartfon-honor-x9d-825667108-sunrise-gold-293697,smartphones,"0 - 0 - 24 + подарок Смартфон HONOR X9d 8/256/6,7/108 Sunrise Gold 4.9 (34) 219 990 ₸ до + 10 999 бонусов 18 333 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра"
Samsung Galaxy S25+ 256GB Navy,5.0,21,524890,https://www.technodom.kz/p/smartfon-gsm-samsung-galaxy-s25-12-256-6-7-50-navy-sm-s936bdbbskz-288447,smartphones,Trade-in 0 - 0 - 24 -21% Смартфон Samsung Galaxy S25+ 256GB Navy 5 (21) 524 890 ₸ 664 890 ₸ до + 26 244 бонусов от 16 982 ₸ x 60 мес В корзину Самовывоз сегодня На витрине
Samsung Galaxy A26 8/256GB Mint,4.9,84,154990,https://www.technodom.kz/p/smartfon-gsm-samsung-galaxy-a26-8-256-6-7-50-mint-sm-a266blghskz-289287,smartphones,0 - 0 - 24 Смартфон Samsung Galaxy A26 8/256GB Mint 4.9 (84) 154 990 ₸ до + 7 749 бонусов 12 916 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра
"Vivo Y04 4/64/6,7/13 Green",5.0,15,64990,https://www.technodom.kz/p/smartfon-vivo-y04-4646713-green-293627,smartphones,"0 - 0 - 24 Смартфон Vivo Y04 4/64/6,7/13 Green 5 (15) 64 990 ₸ до + 3 249 бонусов 5 416 ₸ x 12 мес В корзину Самовывоз сегодня Доставка завтра"
